source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[instrument]	comment[panel name]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[fraction identifier]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[olink lot number]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PAD000041-f01-r00097-WEAR_7007_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	97	not available	experimental sample	blood plasma	PAD000041-f01-r00097-WEAR_7007_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00098-WEAR_7007_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	98	not available	experimental sample	blood plasma	PAD000041-f01-r00098-WEAR_7007_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00099-WEAR_7007_V6	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	99	not available	experimental sample	blood plasma	PAD000041-f01-r00099-WEAR_7007_V6	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00100-WEAR_7007_V7	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	100	not available	experimental sample	blood plasma	PAD000041-f01-r00100-WEAR_7007_V7	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00101-WEAR_7007_V8	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	101	not available	experimental sample	blood plasma	PAD000041-f01-r00101-WEAR_7007_V8	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00102-WEAR_7007_CRS	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	102	not available	experimental sample	blood plasma	PAD000041-f01-r00102-WEAR_7007_CRS	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00103-WEAR_7007_V9	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	103	not available	experimental sample	blood plasma	PAD000041-f01-r00103-WEAR_7007_V9	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00104-WEAR_7007_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	104	not available	experimental sample	blood plasma	PAD000041-f01-r00104-WEAR_7007_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00105-WEAR_7007_V11	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	105	not available	experimental sample	blood plasma	PAD000041-f01-r00105-WEAR_7007_V11	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00106-WEAR_7007_V12	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	106	not available	experimental sample	blood plasma	PAD000041-f01-r00106-WEAR_7007_V12	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00107-WEAR_7007_V13	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	107	not available	experimental sample	blood plasma	PAD000041-f01-r00107-WEAR_7007_V13	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00108-WEAR_7012_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	108	not available	experimental sample	blood plasma	PAD000041-f01-r00108-WEAR_7012_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00109-WEAR_7012_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	109	not available	experimental sample	blood plasma	PAD000041-f01-r00109-WEAR_7012_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00110-WEAR_7012_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	110	not available	experimental sample	blood plasma	PAD000041-f01-r00110-WEAR_7012_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00111-WEAR_7012_V4	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	111	not available	experimental sample	blood plasma	PAD000041-f01-r00111-WEAR_7012_V4	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00112-WEAR_7012_V5	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	112	not available	experimental sample	blood plasma	PAD000041-f01-r00112-WEAR_7012_V5	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00113-WEAR_7012_V6	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	113	not available	experimental sample	blood plasma	PAD000041-f01-r00113-WEAR_7012_V6	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00114-WEAR_7012_V7	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	114	not available	experimental sample	blood plasma	PAD000041-f01-r00114-WEAR_7012_V7	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00115-WEAR_7012_V8	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	115	not available	experimental sample	blood plasma	PAD000041-f01-r00115-WEAR_7012_V8	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00116-WEAR_7012_V9	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	116	not available	experimental sample	blood plasma	PAD000041-f01-r00116-WEAR_7012_V9	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00117-WEAR_7012_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	117	not available	experimental sample	blood plasma	PAD000041-f01-r00117-WEAR_7012_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00118-WEAR_7012_V11	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	118	not available	experimental sample	blood plasma	PAD000041-f01-r00118-WEAR_7012_V11	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00119-WEAR_7012_V12	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	119	not available	experimental sample	blood plasma	PAD000041-f01-r00119-WEAR_7012_V12	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate02_11082023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00120-WEAR_7004_V1	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	120	not available	experimental sample	blood plasma	PAD000041-f01-r00120-WEAR_7004_V1	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00121-WEAR_7004_V2	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	121	not available	experimental sample	blood plasma	PAD000041-f01-r00121-WEAR_7004_V2	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00122-WEAR_7004_V3	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	122	not available	experimental sample	blood plasma	PAD000041-f01-r00122-WEAR_7004_V3	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00123-WEAR_7004_V4	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	123	not available	experimental sample	blood plasma	PAD000041-f01-r00123-WEAR_7004_V4	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00124-WEAR_7004_V5	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	124	not available	experimental sample	blood plasma	PAD000041-f01-r00124-WEAR_7004_V5	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00125-WEAR_7004_V6	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	125	not available	experimental sample	blood plasma	PAD000041-f01-r00125-WEAR_7004_V6	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00126-WEAR_7004_V7	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	126	not available	experimental sample	blood plasma	PAD000041-f01-r00126-WEAR_7004_V7	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00127-WEAR_7004_V8	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	127	not available	experimental sample	blood plasma	PAD000041-f01-r00127-WEAR_7004_V8	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00128-WEAR_7004_V9	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	128	not available	experimental sample	blood plasma	PAD000041-f01-r00128-WEAR_7004_V9	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00129-WEAR_7004_V10	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	129	not available	experimental sample	blood plasma	PAD000041-f01-r00129-WEAR_7004_V10	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000041-f01-r00130-WEAR_7004_V11	Homo sapiens	Blood plasma	Multiple myeloma	not available	not available	not available	not available	not available	not available	130	not available	experimental sample	blood plasma	PAD000041-f01-r00130-WEAR_7004_V11	protein expression profiling by antibody array	1	Olink_combined.long.npx.csv	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/04/PAD000041/Olink_combined.long.npx.csv	Olink Target 96	not available	Olink Target 96 Immuno-Oncology(v.3113)	not available	NPX	ADRO04_IO_Plate03_11152023	Intensity Normalized (v.2)	1	Olink Target 96 Immuno-Oncology(v.3113)	Olink Target 96	intensity normalized	not available	v1.1.0	NT=affinity-proteomics;VV=v1.0.0	NT=olink;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
